"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Catenulispora"	"Reads"	"Reads"	"Reads"	0.536211517706787	0	0.506312087523087	0.289575478927681	0.445570695315233	0.335770427596904	0.426240217311079	NA	"prevalence"	64	20
"Nannocystis"	"Reads"	"Reads"	"Reads"	0.280394724269383	-0.0299366818476919	0.290041907969416	0.293151551011213	0.449190611879449	0.33946646997826	0.430154263402055	NA	"abundance"	64	41
"Curtobacterium"	"Reads"	"Reads"	"Reads"	0.541463893264524	0	0.514992489460004	0.293074211728151	0.449190611879449	0.500255929876226	0.581423282736938	NA	"prevalence"	64	59
"Deinococcus"	"Reads"	"Reads"	"Reads"	0.244133377012658	-0.0299366818476919	0.257895054911621	0.295600104454458	0.45229356956642	0.069928222976201	0.130905633411448	NA	"abundance"	64	62
"Aminobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.979798716959393	0.361621063769622	0.573641713871246	0.297663538181568	0.454149512539877	0.00405745763003662	0.0160922895835351	NA	"abundance"	64	56
"Tahibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.829032176075483	0	0.795583794737857	0.297391946274299	0.454149512539877	0.506341922839783	0.587524016253764	NA	"prevalence"	64	56
"Geobacter"	"Reads"	"Reads"	"Reads"	-0.339488926668834	-0.0299366818476919	0.291948172410923	0.299249375508065	0.455917736152087	0.0319803665546159	0.0738493990833565	NA	"abundance"	64	36
"Acidocella"	"Reads"	"Reads"	"Reads"	0.217890725521348	-0.0299366818476919	0.237046893528921	0.30256560056884	0.4592222189931	0.513585258490097	0.593218006203285	NA	"abundance"	64	63
"Phreatobacter"	"Reads"	"Reads"	"Reads"	0.141268217578158	-0.0299366818476919	0.161294336696436	0.302256763519645	0.4592222189931	0.0235010007045275	0.0597742844006462	NA	"abundance"	64	61
"Clostridium_sensu_stricto_9"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.660948833974778	0	0.641297573692388	0.302708279186463	0.4592222189931	0.513784256084896	0.593218006203285	NA	"prevalence"	64	21
"Polymorphobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.800586619131224	0.361621063769622	0.752956980928791	0.305023571425115	0.461892744335179	0.517007763725297	0.595209590674721	NA	"abundance"	64	51
"Telmatobacter"	"Reads"	"Reads"	"Reads"	-0.229257022957014	-0.0299366818476919	0.190185241335186	0.30533359316539	0.461892744335179	0.30533359316539	0.397670097220971	NA	"abundance"	64	63
"Zavarzinella"	"Reads"	"Reads"	"Reads"	-0.28420585750573	-0.0299366818476919	0.244821896914143	0.306409685453141	0.46286498453176	0.165464245418068	0.247667164783548	NA	"abundance"	64	62
"Filimonas"	"Reads"	"Reads"	"Reads"	-0.403737005589431	-0.0299366818476919	0.352248691866447	0.307848948966565	0.46438231284787	0.520926922553312	0.598511783359124	NA	"abundance"	64	17
"possible_genus_04"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.96799913222797	0.361621063769622	0.503016423362626	0.312467750764511	0.470684848824397	0.527299406261189	0.604746308790365	NA	"abundance"	64	59
"Polynucleobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.592350047106598	0	0.58713713132291	0.313032892140135	0.470872012402344	0.528076192718652	0.604746308790365	NA	"prevalence"	64	23
"Herbaspirillum"	"Reads"	"Reads"	"Reads"	0.506851302738893	0	0.504140264613275	0.314715087103107	0.472163794043258	0.530384588155898	0.606400620334594	NA	"prevalence"	64	59
"Noviherbaspirillum"	"Reads"	"Reads"	"Reads"	0.130597542474071	-0.0299366818476919	0.156119399299318	0.315735985814162	0.472277356932108	0.315735985814162	0.408189064533226	NA	"abundance"	64	64
"Acidocella"	"Reads"	"Reads"	"Reads"	-2.58248970885969	0	2.57284927339676	0.315500582281556	0.472277356932108	0.513585258490097	0.593218006203285	NA	"prevalence"	64	63
"Hyphomicrobium"	"Reads"	"Reads"	"Reads"	0.0820256041883368	-0.0299366818476919	0.105966876991276	0.316673228919845	0.473016795085866	0.316673228919845	0.408648174084064	NA	"abundance"	64	64
"Sporosarcina"	"Reads"	"Reads"	"Reads"	1.07765716408615	0	1.07755833313036	0.317266123998826	0.473240531327857	0.0057755453587855	0.0211168377180595	NA	"prevalence"	64	57
"Oryzihumus"	"Reads"	"Reads"	"Reads"	-0.23299473613243	-0.0299366818476919	0.199494521043369	0.318750637281516	0.474791744235229	0.394461650168588	0.479916946998871	NA	"abundance"	64	58
"Bradyrhizobium"	"Reads"	"Reads"	"Reads"	0.0506137895918772	-0.0299366818476919	0.0728637533906017	0.319972235714707	0.475285601868299	0.319972235714707	0.411392874490337	NA	"abundance"	64	64
"Rugosimonospora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.534089673140596	0.361621063769622	0.881584730180663	0.319566522302687	0.475285601868299	0.53701028242874	0.612977590674757	NA	"abundance"	64	56
"Rhynchosporium_orthosporum"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.249251406479835	0.361621063769622	0.584690115626883	0.320485395915266	0.475386670607645	0.349743240112649	0.43999956014172	NA	"abundance"	64	22
"Albidiferax"	"Reads"	"Reads"	"Reads"	0.149782575921652	-0.0299366818476919	0.177522333854125	0.322910520451666	0.478319605884021	0.017688830186003	0.049081260041795	NA	"abundance"	64	55
"Janibacter"	"Reads"	"Reads"	"Reads"	0.257572555553499	-0.0299366818476919	0.287637653447401	0.323594823637844	0.478669351309165	0.25536472925803	0.341459123693594	NA	"abundance"	64	57
"Sporocytophaga"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.778348146587895	0.361621063769622	0.39120586360156	0.324529365195728	0.479387775973772	0.324529365195728	0.415729223298177	NA	"abundance"	64	63
"Oryzihumus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.10659226328098	0	1.12965830413197	0.32729278985668	0.482136137333702	0.143118329656485	0.223264594264116	NA	"prevalence"	64	58
"Nannocystis"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.286975540866738	0.361621063769622	0.643479637059961	0.328833856550471	0.483739061702345	0.549536007887086	0.62625694405314	NA	"abundance"	64	41
"Aquabacterium"	"Reads"	"Reads"	"Reads"	0.270759818620853	-0.0299366818476919	0.304359008310501	0.329521100167117	0.484083266820469	0.250287541285928	0.336569167537904	NA	"abundance"	64	55
"Bordetella"	"Reads"	"Reads"	"Reads"	-0.445025112906637	-0.0299366818476919	0.420344583128305	0.330328331395058	0.484248227465408	0.157700551201024	0.238590058067066	NA	"abundance"	64	39
"Microlunatus"	"Reads"	"Reads"	"Reads"	0.16140590027159	-0.0299366818476919	0.192702585202008	0.33054022268004	0.484248227465408	0.33054022268004	0.422657989656445	NA	"abundance"	64	64
"Segetibacter"	"Reads"	"Reads"	"Reads"	-0.309866125446166	-0.0299366818476919	0.28479380737349	0.331199003880125	0.484548679649279	0.331199003880125	0.422730364952451	NA	"abundance"	64	63
"Amnibacterium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.254019561929669	0.361621063769622	0.598128165608816	0.333750736780403	0.486947796286162	0.333750736780403	0.424443871775078	NA	"abundance"	64	62
"Rhodococcus"	"Reads"	"Reads"	"Reads"	0.15418544712425	-0.0299366818476919	0.189350508662404	0.340341846384241	0.495886892139658	0.227781752745579	0.315390119186187	NA	"abundance"	64	62
"Bryocella"	"Reads"	"Reads"	"Reads"	0.277222179962175	-0.0299366818476919	0.319013880642018	0.341563181377309	0.496312214572743	0.0581223119108129	0.114893583599122	NA	"abundance"	64	54
"Staphylococcus"	"Reads"	"Reads"	"Reads"	-0.384843850124936	-0.0299366818476919	0.359609997863066	0.341554755781741	0.496312214572743	0.128140140742952	0.20588215811214	NA	"abundance"	64	17
"Luteolibacter"	"Reads"	"Reads"	"Reads"	-0.288681360782129	-0.0299366818476919	0.268509012162613	0.342121065867597	0.496447416231785	0.342121065867597	0.432736915746042	NA	"abundance"	64	62
"Chryseobacterium"	"Reads"	"Reads"	"Reads"	-0.296744199397929	-0.0299366818476919	0.277769385821513	0.343173600915155	0.496625211080469	0.238504565739185	0.32447714176145	NA	"abundance"	64	62
"Bosea"	"Reads"	"Reads"	"Reads"	1.34800664294163	0	1.42188706410088	0.343108793844997	0.496625211080469	0.0229702700230015	0.0590664086305753	NA	"prevalence"	64	63
"Undibacterium"	"Reads"	"Reads"	"Reads"	-0.218021485737412	-0.0299366818476919	0.18880075591085	0.344757797494401	0.498242662684737	0.407149035201406	0.491942551998945	NA	"abundance"	64	15
"Illumatobacter"	"Reads"	"Reads"	"Reads"	0.286860684468685	0	0.304006040755627	0.345373109524146	0.498457406718632	0.00328690640804382	0.0140695627954071	NA	"prevalence"	64	37
"Lentzea"	"Reads"	"Reads"	"Reads"	0.496353269806499	-0.0299366818476919	0.540746224607257	0.346046665424167	0.498755517777342	0.572345036197148	0.648042282919997	NA	"abundance"	64	18
"Georgenia"	"Reads"	"Reads"	"Reads"	0.357671729929886	0	0.380831614034636	0.347635242643777	0.50036986407487	0.574420223359556	0.649344600319498	NA	"prevalence"	64	36
"Low Abundance OTU Group"	"Reads"	"Reads"	"Reads"	-0.35103073035921	-0.0299366818476919	0.334297435177897	0.349034405917765	0.501707598277488	0.576243795321163	0.650358752918741	NA	"abundance"	64	26
"Cystobacter"	"Reads"	"Reads"	"Reads"	0.569389604598539	-0.0299366818476919	0.626394877007711	0.3499924105841	0.502408460354596	0.577490133701731	0.65071921967675	NA	"abundance"	64	23
"Acidovorax"	"Reads"	"Reads"	"Reads"	-0.207918731420245	-0.0299366818476919	0.187155454922224	0.351813384445606	0.503756248670054	0.351813384445606	0.441100049121385	NA	"abundance"	64	64
"Haliangium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.132792131691892	0.361621063769622	0.501384869670147	0.351874683059794	0.503756248670054	0.351874683059794	0.441100049121385	NA	"abundance"	64	64
"Rhodanobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.171301211915127	0.361621063769622	0.555629514096565	0.355662626914703	0.508497571010579	0.355662626914703	0.444261857818721	NA	"abundance"	64	64
"Myxococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.616097569835877	0	0.668223905300396	0.356532377828756	0.509059598290256	0.208103080669429	0.295128005313008	NA	"prevalence"	64	18
"Candidatus_Xiphinematobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.832759830689373	0.361621063769622	0.489374375140326	0.359404740788592	0.512475651751957	0.359404740788592	0.44734419864112	NA	"abundance"	64	63
"Coprothermobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.512199891419649	0	0.56052092735996	0.360825820682111	0.513815968651326	0.591456368493303	0.662204737930301	NA	"prevalence"	64	38
"Frigoribacterium"	"Reads"	"Reads"	"Reads"	0.202892749578617	-0.0299366818476919	0.251732073802961	0.361339397205025	0.513862152083844	0.361339397205025	0.448956206792793	NA	"abundance"	64	59
"Herbaspirillum"	"Reads"	"Reads"	"Reads"	-0.336618700185733	-0.0299366818476919	0.336430322834172	0.367590113334122	0.521385852410542	0.530384588155898	0.606400620334594	NA	"abundance"	64	59
"Microvirga"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.875238103163926	0.361621063769622	0.518372001945188	0.367606317289455	0.521385852410542	0.367606317289455	0.455131630929802	NA	"abundance"	64	63
"Polymorphobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.772459030127292	0	0.860202433873584	0.369187257239459	0.522933674710533	0.517007763725297	0.595209590674721	NA	"prevalence"	64	51
"Meganema"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.20493840476872	0.361621063769622	0.795316258904371	0.372259537303028	0.526151021415595	0.241048761259801	0.327304120704798	NA	"abundance"	64	37
"Patulibacter"	"Reads"	"Reads"	"Reads"	0.0639935559282597	-0.0299366818476919	0.099380552490904	0.372443981451489	0.526151021415595	0.372443981451489	0.459500307520114	NA	"abundance"	64	64
"Candidatus_Solibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.596718151393449	0.361621063769622	0.24571122983568	0.37313982739418	0.526437695715963	0.37313982739418	0.459551155843358	NA	"abundance"	64	64
"Rhodoligotrophos"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.48484183782307	0.361621063769622	0.730453801088681	0.376647009448373	0.530684704605359	0.00589452961563493	0.0214402061667136	NA	"abundance"	64	54
"Parafilimonas"	"Reads"	"Reads"	"Reads"	-0.200004927012405	-0.0299366818476919	0.189544694702064	0.379359446367304	0.533099853579317	0.379359446367304	0.465577502359874	NA	"abundance"	64	64
"Pedosphaera"	"Reads"	"Reads"	"Reads"	0.6292374780987	0	0.715754345882843	0.379333550360033	0.533099853579317	0.171160790484052	0.254565412965687	NA	"prevalence"	64	59
"Acinetobacter"	"Reads"	"Reads"	"Reads"	-0.35248815150641	-0.0299366818476919	0.364379246610834	0.381232189951412	0.534486136993607	0.200407959701177	0.290075026206653	NA	"abundance"	64	56
"Tumebacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.494873639494413	0.361621063769622	0.778113013449629	0.381346850551618	0.534486136993607	0.617268280677598	0.687813227040753	NA	"abundance"	64	54
"Marisediminicola"	"Reads"	"Reads"	"Reads"	-0.20865961705096	-0.0299366818476919	0.202115020786008	0.385234693603522	0.5392275920951	0.224325640011586	0.311218575668247	NA	"abundance"	64	57
"Chthonomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.110894945478664	0.361621063769622	0.505143211896341	0.389488995300874	0.543175434549354	0.389488995300874	0.475515260349936	NA	"abundance"	64	64
"Prosthecobacter"	"Reads"	"Reads"	"Reads"	0.203857423469417	-0.0299366818476919	0.268318787086234	0.389580882832214	0.543175434549354	0.118943677370412	0.194635108424311	NA	"abundance"	64	61
"Cystobacter"	"Reads"	"Reads"	"Reads"	0.244773533040876	0	0.284340243920509	0.389322146556294	0.543175434549354	0.577490133701731	0.65071921967675	NA	"prevalence"	64	23
"Rubrobacter"	"Reads"	"Reads"	"Reads"	2.05047276169024	0	2.38749020180398	0.390428639336654	0.543647701188457	0.628422756259037	0.698026542553551	NA	"prevalence"	64	63
"Domibacillus"	"Reads"	"Reads"	"Reads"	0.629893002489979	0	0.735507516157358	0.39177328267413	0.544809721218711	0.630060260330996	0.698739814774659	NA	"prevalence"	64	54
"Plantibacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.982672033555984	0.361621063769622	0.714331979272698	0.397181909764195	0.55161284737082	0.00302532233644617	0.0132736017511576	NA	"abundance"	64	38
"Cellvibrio"	"Reads"	"Reads"	"Reads"	0.208196258786328	-0.0299366818476919	0.280431786414341	0.401309994895758	0.555267390458635	0.0142238294559413	0.0421313429454463	NA	"abundance"	64	60
"Solibacillus"	"Reads"	"Reads"	"Reads"	0.214309437190941	-0.0299366818476919	0.28793730089047	0.401373057522534	0.555267390458635	0.641645783740081	0.709346992418168	NA	"abundance"	64	62
"Turneriella"	"Reads"	"Reads"	"Reads"	0.774737791167222	0	0.923121915692289	0.401324340681815	0.555267390458635	0.401324340681815	0.487421604080681	NA	"prevalence"	64	25
"Phaselicystis"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.0691650473135333	0.361621063769622	0.494659934787596	0.402968764886851	0.556198008986534	0.402968764886851	0.488573528412037	NA	"abundance"	64	64
"Woodsholea"	"Reads"	"Reads"	"Reads"	0.309465247616777	0	0.370120553292675	0.403087321119454	0.556198008986534	0.64369525379165	0.710493817864369	NA	"prevalence"	64	39
"Cellulomonas"	"Reads"	"Reads"	"Reads"	-0.205250243578978	-0.0299366818476919	0.207460003161689	0.405619926965644	0.558970428386204	0.405619926965644	0.490939980568763	NA	"abundance"	64	63
"Rhodomicrobium"	"Reads"	"Reads"	"Reads"	0.289286071303194	0	0.348595737676464	0.406617273702355	0.559622742672829	0.647896940131575	0.714008872798062	NA	"prevalence"	64	37
"Hymenobacter"	"Reads"	"Reads"	"Reads"	0.131190702508162	-0.0299366818476919	0.191973457438646	0.40956554904819	0.562954963170486	0.40956554904819	0.493164691992847	NA	"abundance"	64	63
"Fodinicola"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.49386265387273	0	0.604051253174689	0.413594753378845	0.567762463507207	0.656128886735183	0.721947458445295	NA	"prevalence"	64	22
"Coprothermobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.0107579273385525	0.361621063769622	0.431471916049948	0.419280209139354	0.573360152300963	0.591456368493303	0.662204737930301	NA	"abundance"	64	38
"Cupriavidus"	"Reads"	"Reads"	"Reads"	-0.312514993716191	-0.0299366818476919	0.346365669785232	0.419361133236253	0.573360152300963	0.303131926285995	0.395536454001429	NA	"abundance"	64	55
"Shinella"	"Reads"	"Reads"	"Reads"	0.688924205546232	0	0.853798181556857	0.419727842295542	0.573360152300963	0.419727842295542	0.50367341075465	NA	"prevalence"	64	18
"unidentified_marine_bacterioplankton"	"Reads"	"Reads"	"Reads"	0.262099065705116	0	0.32488917313809	0.419819886797147	0.573360152300963	0.310351568245695	0.402711277095154	NA	"prevalence"	64	21
"Corallococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.62337684513082	0	0.783200996391105	0.426069994755263	0.58115294303783	0.670604349079777	0.73442161162871	NA	"prevalence"	64	55
"Brevundimonas"	"Reads"	"Reads"	"Reads"	0.152709551167084	-0.0299366818476919	0.227208028960775	0.428389322184691	0.582056090135274	0.139847228143319	0.220118282862355	NA	"abundance"	64	61
"Phreatobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.264289265611675	0.361621063769622	0.34998905462889	0.427904064931665	0.582056090135274	0.672706241078287	0.734688438497336	NA	"abundance"	64	61
"Oceanobacillus"	"Reads"	"Reads"	"Reads"	1.17459959723183	0	1.48485271111012	0.428912118854364	0.582056090135274	0.0242657711090271	0.0614595332695442	NA	"prevalence"	64	61
"Pseudoxanthomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.441904592766683	0	0.557656836995956	0.428109380731148	0.582056090135274	0.672941119592289	0.734688438497336	NA	"prevalence"	64	38
"Phaselicystis"	"Reads"	"Reads"	"Reads"	0.166716238475686	-0.0299366818476919	0.247329967393798	0.432529587381963	0.586220303710579	0.432529587381963	0.517267070429537	NA	"abundance"	64	64
"Paenibacillus"	"Reads"	"Reads"	"Reads"	0.128526983309566	-0.0299366818476919	0.199957935246509	0.436003762819717	0.590179998341518	0.436003762819717	0.520535104590887	NA	"abundance"	64	64
"Cellvibrio"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-1.45490975328478	0	1.87356018269704	0.437425383720843	0.591354822549191	0.0128577725568186	0.0387388683900714	NA	"prevalence"	64	60
"Clostridium_sensu_stricto_13"	"Reads"	"Reads"	"Reads"	-0.20890144085506	-0.0299366818476919	0.227989332838684	0.439847846727926	0.592384978406079	0.0982932210245122	0.168708658090972	NA	"abundance"	64	62
"Geodermatophilus"	"Reads"	"Reads"	"Reads"	0.07063923450886	-0.0299366818476919	0.125335675150801	0.439150368971906	0.592384978406079	0.439150368971906	0.522463076118314	NA	"abundance"	64	64
"Oligoflexus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.656198097764737	0	0.849508755623412	0.439851393142342	0.592384978406079	0.439851393142342	0.522463076118314	NA	"prevalence"	64	11
"Aureimonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.958867564976848	0.361621063769622	0.725683172986934	0.441653454589585	0.594062833125537	0.153895716272587	0.235369919005133	NA	"abundance"	64	54
"Leptothrix"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.448762088904977	0.361621063769622	0.866228360786423	0.444326125923046	0.596906040862659	0.00695620151409023	0.0239473317833822	NA	"abundance"	64	25
"Hydrotalea"	"Reads"	"Reads"	"Reads"	-0.189588594132697	-0.0299366818476919	0.207975491196519	0.450150768500251	0.603971131605864	0.450150768500251	0.531996362773024	NA	"abundance"	64	63
"Methylotenera"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.537190457668622	0	0.714245876088777	0.451985759519817	0.605672259933707	0.416890588147755	0.5011253302735	NA	"prevalence"	64	53
"Plantactinospora"	"Reads"	"Reads"	"Reads"	0.392450381181827	0	0.522841531088351	0.452887056256055	0.606119518899081	0.452887056256055	0.53343408303985	NA	"prevalence"	64	13
"Kineococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.863210150318285	0	1.17428770151396	0.462283126355741	0.617920374152605	0.0401752948964388	0.0879303468955636	NA	"prevalence"	64	59
"Solibacillus"	"Reads"	"Reads"	"Reads"	-1.32954681869098	0	1.82833592497339	0.467109833444873	0.62281311125983	0.641645783740081	0.709346992418168	NA	"prevalence"	64	62
"Malawimonas_jakobiformis"	"Reads"	"Reads"	"Reads"	-0.500380646225093	0	0.702259537870918	0.47613694279358	0.634057674443322	0.47613694279358	0.558376924287619	NA	"prevalence"	64	27
"Microbacterium"	"Reads"	"Reads"	"Reads"	-0.213231426059542	-0.0299366818476919	0.257112532844701	0.48145472508268	0.640340780060152	0.48145472508268	0.56236475375714	NA	"abundance"	64	63
"possible_genus_04"	"Reads"	"Reads"	"Reads"	-0.202804957053869	-0.0299366818476919	0.244145305554504	0.484706891174542	0.643864377828869	0.0140159166476121	0.0416914130789139	NA	"abundance"	64	59
"Chryseolinea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.194059084008191	0.361621063769622	0.744988641750516	0.486355580010991	0.644484210472244	0.736169409814154	0.787791045258439	NA	"abundance"	64	55
"Lentzea"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.430260236579792	0	0.618406825378505	0.486581671590232	0.644484210472244	0.476449825709806	0.558376924287619	NA	"prevalence"	64	18
"Niastella"	"Reads"	"Reads"	"Reads"	0.207718873882302	0	0.298827057102754	0.486983855665825	0.644484210472244	0.204940458560362	0.29301059452011	NA	"prevalence"	64	49
"Massilia"	"Reads"	"Reads"	"Reads"	0.0644130022369711	-0.0299366818476919	0.13214173418938	0.488188089200052	0.645278315922841	0.488188089200052	0.569282456176805	NA	"abundance"	64	64
"Kineococcus"	"Reads"	"Reads"	"Reads"	0.155376058400077	-0.0299366818476919	0.267210902223865	0.492376474258851	0.650009980850992	0.243272760229037	0.329686250349004	NA	"abundance"	64	59
"Leptothrix"	"Reads"	"Reads"	"Reads"	0.135234996550072	-0.0299366818476919	0.235639329152716	0.493194936666087	0.650144926138274	0.080561905721441	0.145384210325068	NA	"abundance"	64	25
"Actinophytocola"	"Reads"	"Reads"	"Reads"	-0.207146099084962	-0.0299366818476919	0.257790852959226	0.496972283686498	0.653653200710812	0.746963116620423	0.798124973923191	NA	"abundance"	64	59
"Corallococcus"	"Reads"	"Reads"	"Reads"	0.283693603952018	-0.0299366818476919	0.459047838964235	0.497586571780691	0.653656160715594	0.0535729608453438	0.107759938433901	NA	"abundance"	64	55
"Rickettsia"	"Reads"	"Reads"	"Reads"	0.121593689443236	-0.0299366818476919	0.217283310183305	0.500246161982255	0.656342630217504	0.333012941646533	0.424274201516998	NA	"abundance"	64	19
"Filimonas"	"Reads"	"Reads"	"Reads"	0.192090169839233	0	0.286973819569262	0.50326280778334	0.659490403328352	0.520926922553312	0.598511783359124	NA	"prevalence"	64	17
"Lentzea"	"Reads"	"Reads"	"Reads"	-0.239402639949773	0	0.361512095569214	0.507826516082978	0.664626248818327	0.572345036197148	0.648042282919997	NA	"prevalence"	64	18
"Tumebacillus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.543705852072469	0	0.822190283034356	0.508426634161585	0.664626248818327	0.617268280677598	0.687813227040753	NA	"prevalence"	64	54
"Actinomycetospora"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.0148532652299809	0.361621063769622	0.483021672683451	0.511167371872503	0.667392118777302	0.511167371872503	0.592144381278048	NA	"abundance"	64	63
"Stenotrophomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	1.34714562677631	0.361621063769622	1.2182720603542	0.513641600063793	0.669202068478107	0.0171420459069497	0.0483281776171836	NA	"abundance"	64	56
"Cryobacterium"	"Reads"	"Reads"	"Reads"	0.287817459933389	0	0.440814740728465	0.513806831603041	0.669202068478107	0.0115582740052807	0.0351251443796842	NA	"prevalence"	64	59
"Woodsholea"	"Reads"	"Reads"	"Reads"	-0.197839003462823	-0.0299366818476919	0.254599661482954	0.515223669860477	0.670230060183909	0.64369525379165	0.710493817864369	NA	"abundance"	64	39
"Isosphaera"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.153283047997868	0.361621063769622	0.291058703279728	0.51720491497376	0.671172356247845	0.51720491497376	0.595209590674721	NA	"abundance"	64	64
"Aquamicrobium"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	0.715916286514003	0	1.11334746031447	0.520204360436799	0.674245457459347	0.769796144256139	0.821271874267188	NA	"prevalence"	64	36
"Rubrobacter"	"Reads"	"Reads"	"Reads"	0.114616642901688	-0.0299366818476919	0.226321131527545	0.528297736581111	0.683905433537729	0.628422756259037	0.698026542553551	NA	"abundance"	64	63
"Rhodobacter"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.448458614351278	0.361621063769622	1.25531418223106	0.529569709383426	0.684722093972759	0.00352219350828331	0.0146540731866843	NA	"abundance"	64	18
"Rubellimicrobium"	"Reads"	"Reads"	"Reads"	-0.209452357079594	-0.0299366818476919	0.283399113930703	0.531607968224271	0.686526372507281	0.039369104149766	0.086909154443823	NA	"abundance"	64	45
"Cohnella"	"Reads"	"Reads"	"Reads"	0.12163209143388	-0.0299366818476919	0.240146819074787	0.533272553691593	0.687844308384808	0.254501340802304	0.340954086342018	NA	"abundance"	64	62
"Klebsiella"	"Reads"	"Reads"	"Reads"	-0.54079229196677	-0.0299366818476919	0.818942057441896	0.538881303322871	0.693768955684544	0.787369547574786	0.834944746824018	NA	"abundance"	64	25
"Actinophytocola"	"Reads"	"Reads"	"Reads"	0.294252560448016	0	0.479179274139945	0.539165012376565	0.693768955684544	0.746963116620423	0.798124973923191	NA	"prevalence"	64	59
"Aneurinibacillus"	"Reads"	"Reads"	"Reads"	0.427285908000944	-0.0299366818476919	0.734546717245734	0.54273420527247	0.697198630384284	0.192372736641548	0.280177720170885	NA	"abundance"	64	18
"Phyllobacterium"	"Reads"	"Reads"	"Reads"	0.716165052451704	0	1.17775273928607	0.543136011685135	0.697198630384284	0.0317618364937657	0.0738304941014024	NA	"prevalence"	64	63
"Pseudoxanthomonas"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	-0.687272623364519	0.361621063769622	0.945684909464398	0.543999251656771	0.697468428294636	0.672941119592289	0.734688438497336	NA	"abundance"	64	38
"Rhodococcus"	"Soil"	"Rhizosphere Soil"	"SoilRhizosphere Soil"	14.5695293995965	0	24.0913785765912	0.545337722149999	0.698346147789208	0.00605786855148154	0.0219207408409281	NA	"prevalence"	64	62
"Turicibacter"	"Reads"	"Reads"	"Reads"	-0.149161324656777	-0.0299366818476919	0.195749684361006	0.551226862847022	0.705042262898946	0.346666909390533	0.437698148187327	NA	"abundance"	64	35
